event,event_label,event_type,model,source,n_extracted,blame_dominant,causal_dominant,stance_dominant,emotion_dominant,frame_dominant
t01_macroeconomics_missing_date,att leapfrogs exxon mobil as largest public company in texas | Macroeconomics,Macroeconomics,openai_gpt4omini,X,8,no blame,currencies depreciate,not_applicable,neutral,routine_adjustment
amzn10_securityvalue_increase_securityvalue_missing_date,nokia amazon work signals public cloud telecom takeover says w | SecurityValue.Increase_SecurityValue,Macroeconomics,gemini_flash,X,8,no blame,Nokia-Amazon work/collaboration driving an industry shift,not_applicable,neutral,opportunity
amzn10_securityvalue_increase_securityvalue_missing_date,nokia amazon work signals public cloud telecom takeover says w | SecurityValue.Increase_SecurityValue,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,Strategic collaboration and public cloud infrastructure expansion,not_applicable,neutral,opportunity
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,openai_gpt4omini,X,8,no blame,no causal explanation,not_applicable,neutral,opportunity
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,competitive advantage,not_applicable,confidence,opportunity
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,anthropic_sonnet,X,8,no blame,not applicable,not_applicable,neutral,opportunity
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,anthropic_sonnet,SENTIVENT,8,no blame,competitive market dynamics,not_applicable,neutral,cautionary_tale
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,gemini_flash,X,8,no blame,not applicable,not_applicable,neutral,opportunity
amd12_product_service_launch_missing_date,2 risks amd investors should nt ignore | Product/Service.Launch,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,competitive pressure,not_applicable,confidence,cautionary_tale
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,openai_gpt4omini,SENTIVENT,8,no blame,none,not_applicable,confidence,opportunity
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,anthropic_sonnet,X,8,no blame,strong quarterly financial performance,not_applicable,confidence,opportunity
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,anthropic_sonnet,SENTIVENT,8,no blame,strong quarterly financial performance,not_applicable,confidence,routine_adjustment
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,gemini_flash,X,8,no blame,not specified,not_applicable,confidence,routine_adjustment
abbv08_rating_pricetarget_missing_date,abbvie shares surge 2 on q2 profit revenue beats | Rating.PriceTarget,Revenue,gemini_flash,SENTIVENT,8,no blame,strong_financial_results,not_applicable,confidence,opportunity
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,neutral,routine_adjustment
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,portfolio adjustment,not_applicable,neutral,routine_adjustment
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
fox00_securityvalue_increase_securityvalue_missing_date,berkshire cuts 21st century fox stake adjusts airline bets | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,X,8,market forces,market forces,not_applicable,anxiety,market_correction
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,market_correction
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,X,8,Boeing,individual stock performance impact,not_applicable,neutral,market_correction
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,individual stock performance impact,not_applicable,neutral,routine_adjustment
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,X,8,Boeing's stock,Boeing's stock performance/decline,not_applicable,neutral,market_correction
ba16_securityvalue_decrease_securityvalue_missing_date,boeing s stock contributes about 10 of the dow s 1030 point | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,no causal explanation provided,not_applicable,neutral,market_correction
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,openai_gpt4omini,X,8,no blame,unclear,not_applicable,neutral,opportunity
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,anxiety,cautionary_tale
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,anthropic_sonnet,X,8,no blame,not specified,not_applicable,neutral,routine_adjustment
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,anthropic_sonnet,SENTIVENT,8,no blame,not provided,not_applicable,neutral,routine_adjustment
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,gemini_flash,X,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
dis02_salesvolume_decrease_salesvolume_missing_date,disney earnings give a look at how espn is facing the future | SalesVolume.Decrease_SalesVolume,Profit/Loss,gemini_flash,SENTIVENT,8,no blame,no causal mechanism,not_applicable,neutral,cautionary_tale
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,openai_gpt4omini,X,8,no blame,market forces,neutral,anxiety,cautionary_tale
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,opportunity
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,anthropic_sonnet,X,8,no blame,headwinds,not_applicable,neutral,routine_adjustment
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,anthropic_sonnet,SENTIVENT,8,no blame,structural market trends,not_applicable,confidence,opportunity
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,gemini_flash,X,8,no blame,not specified,not_applicable,anxiety,routine_adjustment
ge13_expense_decrease_expense_missing_date,ge is beating some headwinds but is it enough | Expense.Decrease_Expense,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,economic trends,not_applicable,confidence,opportunity
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,openai_gpt4omini,X,8,AbbVie,legal liability,not_applicable,anger,institutional_failure
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,openai_gpt4omini,SENTIVENT,8,AbbVie,failure to warn of spina bifida risk,not_applicable,anger,cautionary_tale
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,anthropic_sonnet,X,8,AbbVie,product liability,not_applicable,neutral,institutional_failure
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,institutional_failure
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,gemini_flash,X,8,AbbVie,product harm / corporate negligence,not_applicable,neutral,institutional_failure
abbv05_legal_conviction_settlement_missing_date,abbvie ordered by jury to pay 15 million to depakote victim | Legal.Conviction/Settlement,Legal,gemini_flash,SENTIVENT,8,AbbVie,failure to warn of risk,not_applicable,anger,institutional_failure
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,viewership interest,not_applicable,neutral,routine_adjustment
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,X,8,no blame,viewer interest in Trump coverage,not_applicable,neutral,routine_adjustment
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,viewer interest in Trump coverage,not_applicable,neutral,routine_adjustment
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,X,8,no blame,viewers monitoring Trump,not_applicable,neutral,routine_adjustment
fox02_salesvolume_increase_salesvolume_missing_date,fox msnbc neck and neck in ratings as viewers monitor trump | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,viewer interest driven by political events and intense market competition,not_applicable,neutral,routine_adjustment
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,openai_gpt4omini,X,8,no blame,speculation,not_applicable,anxiety,cautionary_tale
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,neutral,routine_adjustment
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,anthropic_sonnet,X,8,no blame,earnings uncertainty,not_applicable,neutral,routine_adjustment
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,anthropic_sonnet,SENTIVENT,8,no blame,earnings expectations,not_applicable,neutral,routine_adjustment
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,gemini_flash,X,8,no blame,anticipation of earnings uncertainty,not_applicable,neutral,routine_adjustment
ba10_securityvalue_increase_securityvalue_missing_date,reduce holdings on boeing and 3 other defense stocks pre earning | SecurityValue.Increase_SecurityValue,Profit/Loss,gemini_flash,SENTIVENT,8,no blame,asset appreciation,not_applicable,neutral,routine_adjustment
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,market forces,not_applicable,confidence,opportunity
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,X,8,no blame,company performance differentiation,not_applicable,confidence,opportunity
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,X,8,no blame,upbeat earnings,not_applicable,confidence,opportunity
cost00_salesvolume_increase_salesvolume_missing_date,costco makes gains despite retailer gloom with upbeat earnings | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,stronger-than-expected profits and sales,not_applicable,confidence,vindication
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,opportunity
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,anthropic_sonnet,X,8,no blame,not specified,not_applicable,confidence,opportunity
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,gemini_flash,X,8,no blame,Anticipated positive company performance,not_applicable,confidence,opportunity
nem02_rating_buyoutperform_missing_date,newmont mining ready to shine | Rating.BuyOutperform,Rating,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,X,8,market forces,speculation,not_applicable,anxiety,market_correction
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,6,market forces,no blame,not_applicable,anxiety,market_correction
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,market forces,not_applicable,neutral,market_correction
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,6,no blame,market forces,not_applicable,neutral,routine_adjustment
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,unspecified,not_applicable,anxiety,market_correction
amd06_securityvalue_decrease_securityvalue_missing_date,amd s stock tumbles bringing win streak to an abrupt end | SecurityValue.Decrease_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,6,no blame,unspecified_cause,not_applicable,neutral,market_correction
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,openai_gpt4omini,X,8,no blame,speculation,not_applicable,anxiety,market_correction
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,neutral,market_correction
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,anthropic_sonnet,X,8,AMD CEO,CEO dismissal of market speculation,not_applicable,unknown,market_correction
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,gemini_flash,X,8,CEO's statement,denial of potential business deal,not_applicable,anxiety,market_correction
amd03_securityvalue_decrease_securityvalue_missing_date,amd s stock slumps after ceo pooh poohed speculation of intel l | SecurityValue.Decrease_SecurityValue,Deal,gemini_flash,SENTIVENT,8,no blame,speculation,not_applicable,neutral,market_correction
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,openai_gpt4omini,X,8,no blame,no causal explanation,not_applicable,confidence,opportunity
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,not_applicable,not_applicable,confidence,opportunity
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,anthropic_sonnet,X,8,no blame,not applicable,not_applicable,confidence,opportunity
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,gemini_flash,X,8,no blame,not applicable,not_applicable,confidence,opportunity
wmt04_employment_start_missing_date,here s why the best is yet to come for wal mart stores inc | Employment.Start,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,openai_gpt4omini,X,8,no blame,attendance decline,not_applicable,neutral,routine_adjustment
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,routine_adjustment
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,anthropic_sonnet,X,8,no blame,not specified,not_applicable,neutral,routine_adjustment
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,gemini_flash,X,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
dis04_salesvolume_decrease_salesvolume_missing_date,disney s global theme parks saw attendance decline in 2016 bu | SalesVolume.Decrease_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,market forces,not_applicable,confidence,opportunity
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,confidence,opportunity
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,corporate performance driving market gains,not_applicable,confidence,opportunity
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,market momentum,not_applicable,neutral,routine_adjustment
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,8,no blame,"strong performance/contributions from specific companies (Goldman Sachs, UnitedHealth Group)",not_applicable,confidence,opportunity
gs02_securityvalue_increase_securityvalue_missing_date,dow s late afternoon surge into record territory powered by gol | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,rebound in shares of Goldman Sachs; rally in UnitedHealth,not_applicable,confidence,opportunity
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,openai_gpt4omini,X,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,opportunity
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,anthropic_sonnet,X,8,no blame,unclear,not_applicable,neutral,routine_adjustment
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,anthropic_sonnet,SENTIVENT,8,no blame,competitive market dynamics,not_applicable,confidence,opportunity
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,gemini_flash,X,8,no blame,competitive announcement by rival,not_applicable,neutral,routine_adjustment
amd07_securityvalue_increase_securityvalue_missing_date,amd reveals epyc details intel vows to top it | SecurityValue.Increase_SecurityValue,Macroeconomics,gemini_flash,SENTIVENT,8,no blame,market competition,not_applicable,confidence,opportunity
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,openai_gpt4omini,X,8,no blame,no causal explanation,not_applicable,neutral,cautionary_tale
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,openai_gpt4omini,SENTIVENT,8,no blame,unclear,not_applicable,anxiety,cautionary_tale
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,anthropic_sonnet,X,8,no blame,product strategy decision,not_applicable,neutral,routine_adjustment
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,anthropic_sonnet,SENTIVENT,8,no blame,product cancellation,not_applicable,neutral,cautionary_tale
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,gemini_flash,X,8,no blame,not specified,not_applicable,anxiety,crisis
aapl07_product_service_cancellation_recall_missing_date,apple leak reveals massive iphone 8 cancellation | Product/Service.Cancellation/Recall,Product/Service,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,anxiety,cautionary_tale
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,openai_gpt4omini,X,8,no blame,unclear,not_applicable,neutral,unknown
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,anthropic_sonnet,X,8,no blame,unclear,not_applicable,neutral,opportunity
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,opportunity
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,gemini_flash,X,8,no blame,internal business performance,not_applicable,anxiety,opportunity
ge05_securityvalue_decrease_securityvalue_missing_date,general electric can aviation make it fly | SecurityValue.Decrease_SecurityValue,Employment,gemini_flash,SENTIVENT,8,no blame,not_applicable,not_applicable,neutral,opportunity
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,openai_gpt4omini,X,8,no blame,better financial planning,not_applicable,confidence,opportunity
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,openai_gpt4omini,SENTIVENT,7,no blame,no causal explanation,not_applicable,confidence,routine_adjustment
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,anthropic_sonnet,X,8,no blame,better financial planning,not_applicable,confidence,opportunity
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,anthropic_sonnet,SENTIVENT,7,no blame,not specified,not_applicable,neutral,routine_adjustment
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,gemini_flash,X,8,no blame,not specified,not_applicable,confidence,opportunity
aal03_revenue_increase_revenue_missing_date,american airlines reports load factor increase in may shares g | Revenue.Increase_Revenue,Revenue,gemini_flash,SENTIVENT,7,no blame,not specified,not_applicable,neutral,routine_adjustment
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,8,no blame,speculation,not_applicable,confidence,opportunity
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,7,no blame,demand for GPU products,not_applicable,confidence,opportunity
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,8,no blame,product demand driving investor sentiment,not_applicable,confidence,opportunity
amd05_securityvalue_increase_securityvalue_missing_date,amd s stock surges on heavy volume as gpu product demand fuels | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,7,no blame,product demand driving investor sentiment,not_applicable,neutral,routine_adjustment
