evaluation_regime,event,tweet_id,author,score,record_type,post_text,sentivent_reference_excerpt
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873593356366082048,CHANGEURPOSTURE,0,post,#360WiseNews : Three Reasons Apple's Shares Took A Drubbing - Apple’s stock took a big hit on Friday for multip...,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873593311361208320,360WisePhili,0,post,#360WiseNews : Three Reasons Apple's Shares Took A Drubbing - Apple’s stock took a big hit on Friday for multip...,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873593303391981568,ZeroChairs,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873592952169390082,josieliasreis,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873590376585670656,bizunwrapped,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873590352006991872,MacHashNews,0,post,Three Reasons Apple's Shares Took A Drubbing #Forbes $AAPL,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873589853253844992,stocks_tweets,0,post,Three Reasons Apple's Shares Took A Drubbing: Apple’s stock took a big hit on Friday for multiple reasons.,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873589684710105090,360WiseNYC,0,post,#360WiseNews : Three Reasons Apple's Shares Took A Drubbing - Apple’s stock took a big hit on Friday for multip...,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873589519475503105,TheTomColeman,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873588938618933248,D4Pats12,0,post,"""Three Reasons Apple's Shares Took A Drubbing"" {By Chuck Jones, Contributor} Via #Forbes","Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873586381292937216,mtesting_91,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873586129521569793,ZucksArmy,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873586125331451904,ragaminfonews,0,post,Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873586035699142657,Michael_Vasanth,0,post,#Three Reasons Apple's Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873585620886704128,Basics4Wealth,0,post,Three Reasons Apple&#039;s Shares Took A Drubbing,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
coherent_divergent,aapl04_securityvalue_decrease_securityvalue_missing_date,873585327000219652,3novices,0,post,3Novices:Three Reasons Apple's Shares Took A Drubbing Apple’s stock took a big hit on Friday for multiple reasons.…,"Three Reasons Apple ' s Shares Took A Drubbing There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them . Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % . It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks . Being the largest market cap stock is one reason since it means the stock has very good liquidity . If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position . New iPhones could be at a disadvantage Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s . So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition . Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments . This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product . Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive . Bullish analyst had some weak numbers Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple . He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years . Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple . So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results ."
