audit_row_id,event,event_label,event_type,x_query_used,tweet_id,author,engagement_score,post_text,relevance_label,relevance_notes
74,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",872505776643780608,ElenaHaskins,3,RT @FACTCoalition: Wells Fargo faces fines for role in abusive tax shelter,,
75,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868107443276046337,RyanDWolfe,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
76,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868101611452862464,eileen_d6,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
77,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",872504888403558404,PatriceSnow,3,RT @FACTCoalition: Wells Fargo faces fines for role in abusive tax shelter,,
78,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868105152716087296,HillaryBeehler,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
79,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868099983337287680,Cortland22,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
80,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868111964278579201,bigappletiffany,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
81,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868100370156879872,shyro5,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
82,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",870253430367031296,cmavrellis,3,RT @FACTCoalition: Wells Fargo found liable in abusive tax shelter scheme,,
83,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868129992583938056,GFORCEHOOPS,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
84,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868120259584077824,MsParkerazzi,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
85,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868103007807963137,Sonee333Sonny,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
86,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868104672812441602,lscott1967,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
87,wfc00_legal_conviction_settlement_missing_date,wells fargo found liable in abusive tax shelter scheme | Legal.Conviction/Settlement,Legal,"""wells fargo found liable in abusive tax shelter"" OR ""Legal.Conviction/Settlement"" -is:retweet lang:en",868130214638886912,Rees_o71,54,RT @Forbes: Wells Fargo found liable in abusive tax shelter scheme for claiming $350 million in tax breaks,,
88,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",956070078893711362,MontysGarage,0,Ford Is The Next GE And Shorts Should Be Salivating -,,
89,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955779953282437125,emet_news_press,1,#USA #Forbes #Headlines #NEWS broadcast by : Ford Is The Next GE And Shorts Should Be Salivating - I believe that Ford shares are a better candidate for shorting now than at any time since the fall of 2008.,,
90,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955793595419656192,SaeedBaygi,0,"Forbes Ford Is The Next GE And Shorts Should Be Salivating Forbes After writing extensively for Forbes on GE's plummet in the past few months, it was striking that both GE and Ford delivered negative guidance to the Street last Tuesday. Ford's truth…",,
91,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955795359854399488,san_mala,2,Ford Is The Next GE And Shorts Should Be Salivating,,
92,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955945644643905536,Feeds4U,0,Ford Is The Next GE And Shorts Should Be Salivating #Business #News,,
93,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",956564911534034944,Eto_car,0,#Ford is the next GE and shorts should be salivating:,,
94,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955797046178582533,zephyrzap,0,New: Ford Is The Next GE And Shorts Should Be Salivating,,
95,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955775653491585025,Lucas_Wyrsch,0,Ford Is The Next GE And Shorts Should Be Salivating,,
96,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955803117483945984,chrisgunde,1,RT @san_mala: Ford Is The Next GE And Shorts Should Be Salivating,,
97,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955783760502575105,LIFEbySkyTheate,0,Ford Is The Next GE And Shorts Should Be Salivating - I believe that Ford shares are a better candidate for shorting now than at any time since the fall of 2008.,,
98,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",960020626592342016,MarkHigbee,0,Ford Is The Next GE And Shorts Should Be Salivating,,
99,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955775409051918336,bizunwrapped,0,Ford Is The Next GE And Shorts Should Be Salivating,,
100,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",955774482358050817,CaraJacobs70,0,Ford Is The Next GE And Shorts Should Be Salivating,,
101,f14_financialreport_miss_missing_date,ford is the next ge and shorts should be salivating | FinancialReport.Miss,Macroeconomics,"""ford is the next ge and shorts should"" OR ""FinancialReport.Miss"" -is:retweet lang:en",956051694122651648,ForbesInvestor,0,Ford shares are a better candidate for shorting now than at any time since the fall of 2008.,,
